case_id,ground_truth_domain,prefix_depth,observer_id,usage_mode,canonical_run_id,cnl_line_count,predicted_domain,accuracy,domain_entropy,equivalence_compression,question_available,canonical_families,retained_domains
manuscript-revision-cycle,manuscript,2,coarse,canonical-cnl,manuscript_revision_cycle_p2_coarse,404,package,0,1.255,6,1,RUN;SOURCE;SEGMENT;OBSERVER;BUDGET;CONTEXT;HYPOTHESIS;OBSERVATION;PROVENANCE;HYPOTHESIS_SUPPORT;HYPOTHESIS_CONFIDENCE;AMBIGUITY;THEORY;SCHEMA;MATCHED_STATE;RULE;INVARIANT;COMPOSITION;SUPPORT;THEORY_EVIDENCE;SCORE;TRANSFORM;EQUIVALENCE;CONSEQUENCE;FRONTIER;FRONTIER_MEMBER;DOMAIN_WEIGHT;QUESTION;QUESTION_CLASS;ALIGNMENT,package:0.665;manuscript:0.168;sample:0.168
manuscript-revision-cycle,manuscript,2,rich,canonical-cnl,manuscript_revision_cycle_p2_rich,375,manuscript,1,0,4,0,RUN;SOURCE;SEGMENT;OBSERVER;BUDGET;CONTEXT;HYPOTHESIS;OBSERVATION;PROVENANCE;HYPOTHESIS_SUPPORT;HYPOTHESIS_CONFIDENCE;AMBIGUITY;THEORY;SCHEMA;MATCHED_STATE;RULE;INVARIANT;COMPOSITION;SUPPORT;THEORY_EVIDENCE;SCORE;TRANSFORM;EQUIVALENCE;CONSEQUENCE;FRONTIER;FRONTIER_MEMBER;DOMAIN_WEIGHT;ALIGNMENT,manuscript:1
manuscript-revision-cycle,manuscript,3,coarse,canonical-cnl,manuscript_revision_cycle_p3_coarse,384,manuscript,1,0,4,0,RUN;SOURCE;SEGMENT;OBSERVER;BUDGET;CONTEXT;HYPOTHESIS;OBSERVATION;PROVENANCE;HYPOTHESIS_SUPPORT;HYPOTHESIS_CONFIDENCE;AMBIGUITY;THEORY;SCHEMA;MATCHED_STATE;RULE;INVARIANT;COMPOSITION;SUPPORT;THEORY_EVIDENCE;SCORE;TRANSFORM;EQUIVALENCE;CONSEQUENCE;FRONTIER;FRONTIER_MEMBER;DOMAIN_WEIGHT;ALIGNMENT,manuscript:1
manuscript-revision-cycle,manuscript,3,rich,canonical-cnl,manuscript_revision_cycle_p3_rich,404,manuscript,1,0,4,0,RUN;SOURCE;SEGMENT;OBSERVER;BUDGET;CONTEXT;HYPOTHESIS;OBSERVATION;PROVENANCE;HYPOTHESIS_SUPPORT;HYPOTHESIS_CONFIDENCE;AMBIGUITY;THEORY;SCHEMA;MATCHED_STATE;RULE;INVARIANT;COMPOSITION;SUPPORT;THEORY_EVIDENCE;SCORE;TRANSFORM;EQUIVALENCE;CONSEQUENCE;FRONTIER;FRONTIER_MEMBER;DOMAIN_WEIGHT;ALIGNMENT,manuscript:1
manuscript-revision-cycle,manuscript,4,coarse,canonical-cnl,manuscript_revision_cycle_p4_coarse,417,manuscript,1,0,4,0,RUN;SOURCE;SEGMENT;OBSERVER;BUDGET;CONTEXT;HYPOTHESIS;OBSERVATION;PROVENANCE;HYPOTHESIS_SUPPORT;HYPOTHESIS_CONFIDENCE;AMBIGUITY;THEORY;SCHEMA;MATCHED_STATE;RULE;INVARIANT;COMPOSITION;SUPPORT;THEORY_EVIDENCE;SCORE;TRANSFORM;EQUIVALENCE;CONSEQUENCE;FRONTIER;FRONTIER_MEMBER;DOMAIN_WEIGHT;ALIGNMENT,manuscript:1
manuscript-revision-cycle,manuscript,4,rich,canonical-cnl,manuscript_revision_cycle_p4_rich,434,manuscript,1,0,3,0,RUN;SOURCE;SEGMENT;OBSERVER;BUDGET;CONTEXT;HYPOTHESIS;OBSERVATION;PROVENANCE;HYPOTHESIS_SUPPORT;HYPOTHESIS_CONFIDENCE;AMBIGUITY;THEORY;SCHEMA;MATCHED_STATE;RULE;INVARIANT;COMPOSITION;SUPPORT;THEORY_EVIDENCE;SCORE;TRANSFORM;EQUIVALENCE;CONSEQUENCE;FRONTIER;FRONTIER_MEMBER;DOMAIN_WEIGHT;ALIGNMENT,manuscript:1
manuscript-accepted,manuscript,1,coarse,canonical-cnl,manuscript_accepted_p1_coarse,383,package,0,1.255,6,1,RUN;SOURCE;SEGMENT;OBSERVER;BUDGET;CONTEXT;HYPOTHESIS;OBSERVATION;PROVENANCE;HYPOTHESIS_SUPPORT;HYPOTHESIS_CONFIDENCE;AMBIGUITY;THEORY;SCHEMA;MATCHED_STATE;RULE;INVARIANT;COMPOSITION;SUPPORT;THEORY_EVIDENCE;SCORE;TRANSFORM;EQUIVALENCE;CONSEQUENCE;FRONTIER;FRONTIER_MEMBER;DOMAIN_WEIGHT;QUESTION;QUESTION_CLASS;ALIGNMENT,package:0.665;manuscript:0.168;sample:0.168
manuscript-accepted,manuscript,1,rich,canonical-cnl,manuscript_accepted_p1_rich,358,manuscript,1,0,4,0,RUN;SOURCE;SEGMENT;OBSERVER;BUDGET;CONTEXT;HYPOTHESIS;OBSERVATION;PROVENANCE;HYPOTHESIS_SUPPORT;HYPOTHESIS_CONFIDENCE;AMBIGUITY;THEORY;SCHEMA;MATCHED_STATE;RULE;INVARIANT;COMPOSITION;SUPPORT;THEORY_EVIDENCE;SCORE;TRANSFORM;EQUIVALENCE;CONSEQUENCE;FRONTIER;FRONTIER_MEMBER;DOMAIN_WEIGHT;ALIGNMENT,manuscript:1
manuscript-accepted,manuscript,2,coarse,canonical-cnl,manuscript_accepted_p2_coarse,417,package,0,1.239,3,1,RUN;SOURCE;SEGMENT;OBSERVER;BUDGET;CONTEXT;HYPOTHESIS;OBSERVATION;PROVENANCE;HYPOTHESIS_SUPPORT;HYPOTHESIS_CONFIDENCE;AMBIGUITY;THEORY;SCHEMA;MATCHED_STATE;RULE;INVARIANT;COMPOSITION;SUPPORT;THEORY_EVIDENCE;SCORE;TRANSFORM;EQUIVALENCE;CONSEQUENCE;FRONTIER;FRONTIER_MEMBER;DOMAIN_WEIGHT;QUESTION;QUESTION_CLASS;ALIGNMENT,package:0.673;manuscript:0.164;sample:0.164
manuscript-accepted,manuscript,2,rich,canonical-cnl,manuscript_accepted_p2_rich,383,manuscript,1,0,4,0,RUN;SOURCE;SEGMENT;OBSERVER;BUDGET;CONTEXT;HYPOTHESIS;OBSERVATION;PROVENANCE;HYPOTHESIS_SUPPORT;HYPOTHESIS_CONFIDENCE;AMBIGUITY;THEORY;SCHEMA;MATCHED_STATE;RULE;INVARIANT;COMPOSITION;SUPPORT;THEORY_EVIDENCE;SCORE;TRANSFORM;EQUIVALENCE;CONSEQUENCE;FRONTIER;FRONTIER_MEMBER;DOMAIN_WEIGHT;ALIGNMENT,manuscript:1
manuscript-accepted,manuscript,3,coarse,canonical-cnl,manuscript_accepted_p3_coarse,384,manuscript,1,0,4,0,RUN;SOURCE;SEGMENT;OBSERVER;BUDGET;CONTEXT;HYPOTHESIS;OBSERVATION;PROVENANCE;HYPOTHESIS_SUPPORT;HYPOTHESIS_CONFIDENCE;AMBIGUITY;THEORY;SCHEMA;MATCHED_STATE;RULE;INVARIANT;COMPOSITION;SUPPORT;THEORY_EVIDENCE;SCORE;TRANSFORM;EQUIVALENCE;CONSEQUENCE;FRONTIER;FRONTIER_MEMBER;DOMAIN_WEIGHT;ALIGNMENT,manuscript:1
manuscript-accepted,manuscript,3,rich,canonical-cnl,manuscript_accepted_p3_rich,400,manuscript,1,0,4,0,RUN;SOURCE;SEGMENT;OBSERVER;BUDGET;CONTEXT;HYPOTHESIS;OBSERVATION;PROVENANCE;HYPOTHESIS_SUPPORT;HYPOTHESIS_CONFIDENCE;AMBIGUITY;THEORY;SCHEMA;MATCHED_STATE;RULE;INVARIANT;COMPOSITION;SUPPORT;THEORY_EVIDENCE;SCORE;TRANSFORM;EQUIVALENCE;CONSEQUENCE;FRONTIER;FRONTIER_MEMBER;DOMAIN_WEIGHT;ALIGNMENT,manuscript:1
manuscript-accepted,manuscript,4,coarse,canonical-cnl,manuscript_accepted_p4_coarse,409,manuscript,1,0,4,0,RUN;SOURCE;SEGMENT;OBSERVER;BUDGET;CONTEXT;HYPOTHESIS;OBSERVATION;PROVENANCE;HYPOTHESIS_SUPPORT;HYPOTHESIS_CONFIDENCE;AMBIGUITY;THEORY;SCHEMA;MATCHED_STATE;RULE;INVARIANT;COMPOSITION;SUPPORT;THEORY_EVIDENCE;SCORE;TRANSFORM;EQUIVALENCE;CONSEQUENCE;FRONTIER;FRONTIER_MEMBER;DOMAIN_WEIGHT;ALIGNMENT,manuscript:1
manuscript-accepted,manuscript,4,rich,canonical-cnl,manuscript_accepted_p4_rich,422,manuscript,1,0,3,0,RUN;SOURCE;SEGMENT;OBSERVER;BUDGET;CONTEXT;HYPOTHESIS;OBSERVATION;PROVENANCE;HYPOTHESIS_SUPPORT;HYPOTHESIS_CONFIDENCE;AMBIGUITY;THEORY;SCHEMA;MATCHED_STATE;RULE;INVARIANT;COMPOSITION;SUPPORT;THEORY_EVIDENCE;SCORE;TRANSFORM;EQUIVALENCE;CONSEQUENCE;FRONTIER;FRONTIER_MEMBER;DOMAIN_WEIGHT;ALIGNMENT,manuscript:1
