case_id,case_group,prefix_depth,ground_truth_domain,usage_mode,canonical_run_id,canonical_families,predicted_domain,top_weight,domain_entropy,frontier_width,support_gap,uncertainty_score,open_set_candidate,false_closure_risk,question_available,recommended_question
procurement-generic__controlled,in-domain,4,procurement,canonical-cnl,procurement-generic__controlled_clean_p4_rich,RUN|SOURCE|SEGMENT|OBSERVER|BUDGET|CONTEXT|HYPOTHESIS|OBSERVATION|PROVENANCE|HYPOTHESIS_SUPPORT|HYPOTHESIS_CONFIDENCE|AMBIGUITY|THEORY|SCHEMA|MATCHED_STATE|RULE|INVARIANT|COMPOSITION|SUPPORT|THEORY_EVIDENCE|SCORE|TRANSFORM|EQUIVALENCE|CONSEQUENCE|FRONTIER|FRONTIER_MEMBER|DOMAIN_WEIGHT|ALIGNMENT,procurement,1,0,4,0.72,0.2,0,0,0,
procurement-generic__paraphrased,in-domain,2,procurement,canonical-cnl,procurement-generic__paraphrased_clean_p2_rich,RUN|SOURCE|SEGMENT|OBSERVER|BUDGET|CONTEXT|HYPOTHESIS|OBSERVATION|PROVENANCE|HYPOTHESIS_SUPPORT|HYPOTHESIS_CONFIDENCE|AMBIGUITY|THEORY|SCHEMA|RULE|INVARIANT|COMPOSITION|SUPPORT|THEORY_EVIDENCE|SCORE|MATCHED_STATE|TRANSFORM|EQUIVALENCE|CONSEQUENCE|FRONTIER|FRONTIER_MEMBER|DOMAIN_WEIGHT|ALIGNMENT,procurement,1,0,4,0.312,0.2,0,0,0,
procurement-generic__paraphrased,in-domain,3,procurement,canonical-cnl,procurement-generic__paraphrased_clean_p3_rich,RUN|SOURCE|SEGMENT|OBSERVER|BUDGET|CONTEXT|HYPOTHESIS|OBSERVATION|PROVENANCE|HYPOTHESIS_SUPPORT|HYPOTHESIS_CONFIDENCE|AMBIGUITY|THEORY|SCHEMA|RULE|INVARIANT|COMPOSITION|SUPPORT|THEORY_EVIDENCE|SCORE|MATCHED_STATE|TRANSFORM|EQUIVALENCE|CONSEQUENCE|FRONTIER|FRONTIER_MEMBER|DOMAIN_WEIGHT|ALIGNMENT,procurement,1,0,4,0.572,0.2,0,0,0,
procurement-generic__paraphrased,in-domain,4,procurement,canonical-cnl,procurement-generic__paraphrased_clean_p4_rich,RUN|SOURCE|SEGMENT|OBSERVER|BUDGET|CONTEXT|HYPOTHESIS|OBSERVATION|PROVENANCE|HYPOTHESIS_SUPPORT|HYPOTHESIS_CONFIDENCE|AMBIGUITY|THEORY|SCHEMA|RULE|INVARIANT|COMPOSITION|SUPPORT|THEORY_EVIDENCE|SCORE|MATCHED_STATE|TRANSFORM|EQUIVALENCE|CONSEQUENCE|FRONTIER|FRONTIER_MEMBER|DOMAIN_WEIGHT|ALIGNMENT,procurement,1,0,4,0.72,0.2,0,0,0,
procurement-generic__noisy,in-domain,2,procurement,canonical-cnl,procurement-generic__noisy_clean_p2_rich,RUN|SOURCE|SEGMENT|OBSERVER|BUDGET|CONTEXT|HYPOTHESIS|OBSERVATION|PROVENANCE|HYPOTHESIS_SUPPORT|HYPOTHESIS_CONFIDENCE|AMBIGUITY|THEORY|SCHEMA|MATCHED_STATE|RULE|INVARIANT|COMPOSITION|SUPPORT|THEORY_EVIDENCE|SCORE|TRANSFORM|EQUIVALENCE|CONSEQUENCE|FRONTIER|FRONTIER_MEMBER|DOMAIN_WEIGHT|ALIGNMENT,procurement,1,0,4,0.312,0.2,0,0,0,
procurement-generic__noisy,in-domain,3,procurement,canonical-cnl,procurement-generic__noisy_clean_p3_rich,RUN|SOURCE|SEGMENT|OBSERVER|BUDGET|CONTEXT|HYPOTHESIS|OBSERVATION|PROVENANCE|HYPOTHESIS_SUPPORT|HYPOTHESIS_CONFIDENCE|AMBIGUITY|THEORY|SCHEMA|MATCHED_STATE|RULE|INVARIANT|COMPOSITION|SUPPORT|THEORY_EVIDENCE|SCORE|TRANSFORM|EQUIVALENCE|CONSEQUENCE|FRONTIER|FRONTIER_MEMBER|DOMAIN_WEIGHT|ALIGNMENT,procurement,1,0,4,0.572,0.2,0,0,0,
procurement-generic__noisy,in-domain,4,procurement,canonical-cnl,procurement-generic__noisy_clean_p4_rich,RUN|SOURCE|SEGMENT|OBSERVER|BUDGET|CONTEXT|HYPOTHESIS|OBSERVATION|PROVENANCE|HYPOTHESIS_SUPPORT|HYPOTHESIS_CONFIDENCE|AMBIGUITY|THEORY|SCHEMA|MATCHED_STATE|RULE|INVARIANT|COMPOSITION|SUPPORT|THEORY_EVIDENCE|SCORE|TRANSFORM|EQUIVALENCE|CONSEQUENCE|FRONTIER|FRONTIER_MEMBER|DOMAIN_WEIGHT|ALIGNMENT,procurement,1,0,4,0.72,0.2,0,0,0,
procurement-payment-order__controlled,in-domain,2,procurement,canonical-cnl,procurement-payment-order__controlled_clean_p2_rich,RUN|SOURCE|SEGMENT|OBSERVER|BUDGET|CONTEXT|HYPOTHESIS|OBSERVATION|PROVENANCE|HYPOTHESIS_SUPPORT|HYPOTHESIS_CONFIDENCE|AMBIGUITY|THEORY|SCHEMA|MATCHED_STATE|RULE|INVARIANT|COMPOSITION|SUPPORT|THEORY_EVIDENCE|SCORE|TRANSFORM|EQUIVALENCE|CONSEQUENCE|FRONTIER|FRONTIER_MEMBER|DOMAIN_WEIGHT|ALIGNMENT,procurement,1,0,4,0.532,0.2,0,0,0,
procurement-payment-order__controlled,in-domain,3,procurement,canonical-cnl,procurement-payment-order__controlled_clean_p3_rich,RUN|SOURCE|SEGMENT|OBSERVER|BUDGET|CONTEXT|HYPOTHESIS|OBSERVATION|PROVENANCE|HYPOTHESIS_SUPPORT|HYPOTHESIS_CONFIDENCE|AMBIGUITY|THEORY|SCHEMA|MATCHED_STATE|RULE|INVARIANT|COMPOSITION|SUPPORT|THEORY_EVIDENCE|SCORE|TRANSFORM|EQUIVALENCE|CONSEQUENCE|FRONTIER|FRONTIER_MEMBER|DOMAIN_WEIGHT|ALIGNMENT,procurement,1,0,4,0.792,0.2,0,0,0,
procurement-payment-order__controlled,in-domain,4,procurement,canonical-cnl,procurement-payment-order__controlled_clean_p4_rich,RUN|SOURCE|SEGMENT|OBSERVER|BUDGET|CONTEXT|HYPOTHESIS|OBSERVATION|PROVENANCE|HYPOTHESIS_SUPPORT|HYPOTHESIS_CONFIDENCE|AMBIGUITY|THEORY|SCHEMA|MATCHED_STATE|RULE|INVARIANT|COMPOSITION|SUPPORT|THEORY_EVIDENCE|SCORE|TRANSFORM|EQUIVALENCE|CONSEQUENCE|FRONTIER|FRONTIER_MEMBER|DOMAIN_WEIGHT|ALIGNMENT,procurement,1,0,3,1.312,0.2,0,0,0,
procurement-payment-order__paraphrased,in-domain,2,procurement,canonical-cnl,procurement-payment-order__paraphrased_clean_p2_rich,RUN|SOURCE|SEGMENT|OBSERVER|BUDGET|CONTEXT|HYPOTHESIS|OBSERVATION|PROVENANCE|HYPOTHESIS_SUPPORT|HYPOTHESIS_CONFIDENCE|AMBIGUITY|THEORY|SCHEMA|MATCHED_STATE|RULE|INVARIANT|COMPOSITION|SUPPORT|THEORY_EVIDENCE|SCORE|TRANSFORM|EQUIVALENCE|CONSEQUENCE|FRONTIER|FRONTIER_MEMBER|DOMAIN_WEIGHT|ALIGNMENT,procurement,1,0,4,0.532,0.2,0,0,0,
procurement-payment-order__paraphrased,in-domain,3,procurement,canonical-cnl,procurement-payment-order__paraphrased_clean_p3_rich,RUN|SOURCE|SEGMENT|OBSERVER|BUDGET|CONTEXT|HYPOTHESIS|OBSERVATION|PROVENANCE|HYPOTHESIS_SUPPORT|HYPOTHESIS_CONFIDENCE|AMBIGUITY|THEORY|SCHEMA|MATCHED_STATE|RULE|INVARIANT|COMPOSITION|SUPPORT|THEORY_EVIDENCE|SCORE|TRANSFORM|EQUIVALENCE|CONSEQUENCE|FRONTIER|FRONTIER_MEMBER|DOMAIN_WEIGHT|ALIGNMENT,procurement,1,0,4,0.792,0.2,0,0,0,
procurement-payment-order__paraphrased,in-domain,4,procurement,canonical-cnl,procurement-payment-order__paraphrased_clean_p4_rich,RUN|SOURCE|SEGMENT|OBSERVER|BUDGET|CONTEXT|HYPOTHESIS|OBSERVATION|PROVENANCE|HYPOTHESIS_SUPPORT|HYPOTHESIS_CONFIDENCE|AMBIGUITY|THEORY|SCHEMA|MATCHED_STATE|RULE|INVARIANT|COMPOSITION|SUPPORT|THEORY_EVIDENCE|SCORE|TRANSFORM|EQUIVALENCE|CONSEQUENCE|FRONTIER|FRONTIER_MEMBER|DOMAIN_WEIGHT|ALIGNMENT,procurement,1,0,4,1.072,0.2,0,0,0,
procurement-payment-order__noisy,in-domain,2,procurement,canonical-cnl,procurement-payment-order__noisy_clean_p2_rich,RUN|SOURCE|SEGMENT|OBSERVER|BUDGET|CONTEXT|HYPOTHESIS|OBSERVATION|PROVENANCE|HYPOTHESIS_SUPPORT|HYPOTHESIS_CONFIDENCE|AMBIGUITY|THEORY|SCHEMA|MATCHED_STATE|RULE|INVARIANT|COMPOSITION|SUPPORT|THEORY_EVIDENCE|SCORE|TRANSFORM|EQUIVALENCE|CONSEQUENCE|FRONTIER|FRONTIER_MEMBER|DOMAIN_WEIGHT|ALIGNMENT,procurement,1,0,4,0.532,0.2,0,0,0,
procurement-payment-order__noisy,in-domain,3,procurement,canonical-cnl,procurement-payment-order__noisy_clean_p3_rich,RUN|SOURCE|SEGMENT|OBSERVER|BUDGET|CONTEXT|HYPOTHESIS|OBSERVATION|PROVENANCE|HYPOTHESIS_SUPPORT|HYPOTHESIS_CONFIDENCE|AMBIGUITY|THEORY|SCHEMA|MATCHED_STATE|RULE|INVARIANT|COMPOSITION|SUPPORT|THEORY_EVIDENCE|SCORE|TRANSFORM|EQUIVALENCE|CONSEQUENCE|FRONTIER|FRONTIER_MEMBER|DOMAIN_WEIGHT|ALIGNMENT,procurement,1,0,4,0.792,0.2,0,0,0,
procurement-payment-order__noisy,in-domain,4,procurement,canonical-cnl,procurement-payment-order__noisy_clean_p4_rich,RUN|SOURCE|SEGMENT|OBSERVER|BUDGET|CONTEXT|HYPOTHESIS|OBSERVATION|PROVENANCE|HYPOTHESIS_SUPPORT|HYPOTHESIS_CONFIDENCE|AMBIGUITY|THEORY|SCHEMA|MATCHED_STATE|RULE|INVARIANT|COMPOSITION|SUPPORT|THEORY_EVIDENCE|SCORE|TRANSFORM|EQUIVALENCE|CONSEQUENCE|FRONTIER|FRONTIER_MEMBER|DOMAIN_WEIGHT|ALIGNMENT,procurement,1,0,4,1.072,0.2,0,0,0,
maintenance-generic__controlled,in-domain,2,maintenance,canonical-cnl,maintenance-generic__controlled_clean_p2_rich,RUN|SOURCE|SEGMENT|OBSERVER|BUDGET|CONTEXT|HYPOTHESIS|OBSERVATION|PROVENANCE|HYPOTHESIS_SUPPORT|HYPOTHESIS_CONFIDENCE|AMBIGUITY|THEORY|SCHEMA|MATCHED_STATE|RULE|INVARIANT|COMPOSITION|SUPPORT|THEORY_EVIDENCE|SCORE|TRANSFORM|EQUIVALENCE|CONSEQUENCE|FRONTIER|FRONTIER_MEMBER|DOMAIN_WEIGHT|ALIGNMENT,maintenance,1,0,4,0.312,0.2,0,0,0,
maintenance-generic__controlled,in-domain,3,maintenance,canonical-cnl,maintenance-generic__controlled_clean_p3_rich,RUN|SOURCE|SEGMENT|OBSERVER|BUDGET|CONTEXT|HYPOTHESIS|OBSERVATION|PROVENANCE|HYPOTHESIS_SUPPORT|HYPOTHESIS_CONFIDENCE|AMBIGUITY|THEORY|SCHEMA|MATCHED_STATE|RULE|INVARIANT|COMPOSITION|SUPPORT|THEORY_EVIDENCE|SCORE|TRANSFORM|EQUIVALENCE|CONSEQUENCE|FRONTIER|FRONTIER_MEMBER|DOMAIN_WEIGHT|ALIGNMENT,maintenance,1,0,4,0.852,0.2,0,0,0,
maintenance-generic__controlled,in-domain,4,maintenance,canonical-cnl,maintenance-generic__controlled_clean_p4_rich,RUN|SOURCE|SEGMENT|OBSERVER|BUDGET|CONTEXT|HYPOTHESIS|OBSERVATION|PROVENANCE|HYPOTHESIS_SUPPORT|HYPOTHESIS_CONFIDENCE|AMBIGUITY|THEORY|SCHEMA|MATCHED_STATE|RULE|INVARIANT|COMPOSITION|SUPPORT|THEORY_EVIDENCE|SCORE|TRANSFORM|EQUIVALENCE|CONSEQUENCE|FRONTIER|FRONTIER_MEMBER|DOMAIN_WEIGHT|ALIGNMENT,maintenance,1,0,4,0.852,0.2,0,0,0,
maintenance-generic__paraphrased,in-domain,2,maintenance,canonical-cnl,maintenance-generic__paraphrased_clean_p2_rich,RUN|SOURCE|SEGMENT|OBSERVER|BUDGET|CONTEXT|HYPOTHESIS|OBSERVATION|PROVENANCE|HYPOTHESIS_SUPPORT|HYPOTHESIS_CONFIDENCE|AMBIGUITY|THEORY|SCHEMA|RULE|INVARIANT|COMPOSITION|SUPPORT|THEORY_EVIDENCE|SCORE|MATCHED_STATE|TRANSFORM|EQUIVALENCE|CONSEQUENCE|FRONTIER|FRONTIER_MEMBER|DOMAIN_WEIGHT|ALIGNMENT,maintenance,1,0,4,0.312,0.2,0,0,0,
maintenance-generic__paraphrased,in-domain,3,maintenance,canonical-cnl,maintenance-generic__paraphrased_clean_p3_rich,RUN|SOURCE|SEGMENT|OBSERVER|BUDGET|CONTEXT|HYPOTHESIS|OBSERVATION|PROVENANCE|HYPOTHESIS_SUPPORT|HYPOTHESIS_CONFIDENCE|AMBIGUITY|THEORY|SCHEMA|RULE|INVARIANT|COMPOSITION|SUPPORT|THEORY_EVIDENCE|SCORE|MATCHED_STATE|TRANSFORM|EQUIVALENCE|CONSEQUENCE|FRONTIER|FRONTIER_MEMBER|DOMAIN_WEIGHT|ALIGNMENT,maintenance,1,0,4,0.24,0.2,0,0,0,
maintenance-generic__paraphrased,in-domain,4,maintenance,canonical-cnl,maintenance-generic__paraphrased_clean_p4_rich,RUN|SOURCE|SEGMENT|OBSERVER|BUDGET|CONTEXT|HYPOTHESIS|OBSERVATION|PROVENANCE|HYPOTHESIS_SUPPORT|HYPOTHESIS_CONFIDENCE|AMBIGUITY|THEORY|SCHEMA|RULE|INVARIANT|COMPOSITION|SUPPORT|THEORY_EVIDENCE|SCORE|MATCHED_STATE|TRANSFORM|EQUIVALENCE|CONSEQUENCE|FRONTIER|FRONTIER_MEMBER|DOMAIN_WEIGHT|ALIGNMENT,maintenance,1,0,4,0.24,0.2,0,0,0,
maintenance-generic__noisy,in-domain,2,maintenance,canonical-cnl,maintenance-generic__noisy_clean_p2_rich,RUN|SOURCE|SEGMENT|OBSERVER|BUDGET|CONTEXT|HYPOTHESIS|OBSERVATION|PROVENANCE|HYPOTHESIS_SUPPORT|HYPOTHESIS_CONFIDENCE|AMBIGUITY|THEORY|SCHEMA|MATCHED_STATE|RULE|INVARIANT|COMPOSITION|SUPPORT|THEORY_EVIDENCE|SCORE|TRANSFORM|EQUIVALENCE|CONSEQUENCE|FRONTIER|FRONTIER_MEMBER|DOMAIN_WEIGHT|ALIGNMENT,maintenance,1,0,4,0.312,0.2,0,0,0,
maintenance-generic__noisy,in-domain,3,maintenance,canonical-cnl,maintenance-generic__noisy_clean_p3_rich,RUN|SOURCE|SEGMENT|OBSERVER|BUDGET|CONTEXT|HYPOTHESIS|OBSERVATION|PROVENANCE|HYPOTHESIS_SUPPORT|HYPOTHESIS_CONFIDENCE|AMBIGUITY|THEORY|SCHEMA|MATCHED_STATE|RULE|INVARIANT|COMPOSITION|SUPPORT|THEORY_EVIDENCE|SCORE|TRANSFORM|EQUIVALENCE|CONSEQUENCE|FRONTIER|FRONTIER_MEMBER|DOMAIN_WEIGHT|ALIGNMENT,maintenance,1,0,4,0.24,0.2,0,0,0,
maintenance-generic__noisy,in-domain,4,maintenance,canonical-cnl,maintenance-generic__noisy_clean_p4_rich,RUN|SOURCE|SEGMENT|OBSERVER|BUDGET|CONTEXT|HYPOTHESIS|OBSERVATION|PROVENANCE|HYPOTHESIS_SUPPORT|HYPOTHESIS_CONFIDENCE|AMBIGUITY|THEORY|SCHEMA|MATCHED_STATE|RULE|INVARIANT|COMPOSITION|SUPPORT|THEORY_EVIDENCE|SCORE|TRANSFORM|EQUIVALENCE|CONSEQUENCE|FRONTIER|FRONTIER_MEMBER|DOMAIN_WEIGHT|ALIGNMENT,maintenance,1,0,4,0.24,0.2,0,0,0,
maintenance-diagnostic__controlled,in-domain,2,maintenance,canonical-cnl,maintenance-diagnostic__controlled_clean_p2_rich,RUN|SOURCE|SEGMENT|OBSERVER|BUDGET|CONTEXT|HYPOTHESIS|OBSERVATION|PROVENANCE|HYPOTHESIS_SUPPORT|HYPOTHESIS_CONFIDENCE|AMBIGUITY|THEORY|SCHEMA|MATCHED_STATE|RULE|INVARIANT|COMPOSITION|SUPPORT|THEORY_EVIDENCE|SCORE|TRANSFORM|EQUIVALENCE|CONSEQUENCE|FRONTIER|FRONTIER_MEMBER|DOMAIN_WEIGHT|ALIGNMENT,maintenance,1,0,4,0.552,0.2,0,0,0,
maintenance-diagnostic__controlled,in-domain,3,maintenance,canonical-cnl,maintenance-diagnostic__controlled_clean_p3_rich,RUN|SOURCE|SEGMENT|OBSERVER|BUDGET|CONTEXT|HYPOTHESIS|OBSERVATION|PROVENANCE|HYPOTHESIS_SUPPORT|HYPOTHESIS_CONFIDENCE|AMBIGUITY|THEORY|SCHEMA|MATCHED_STATE|RULE|INVARIANT|COMPOSITION|SUPPORT|THEORY_EVIDENCE|SCORE|TRANSFORM|EQUIVALENCE|CONSEQUENCE|FRONTIER|FRONTIER_MEMBER|DOMAIN_WEIGHT|ALIGNMENT,maintenance,1,0,4,1.052,0.2,0,0,0,
maintenance-diagnostic__controlled,in-domain,4,maintenance,canonical-cnl,maintenance-diagnostic__controlled_clean_p4_rich,RUN|SOURCE|SEGMENT|OBSERVER|BUDGET|CONTEXT|HYPOTHESIS|OBSERVATION|PROVENANCE|HYPOTHESIS_SUPPORT|HYPOTHESIS_CONFIDENCE|AMBIGUITY|THEORY|SCHEMA|MATCHED_STATE|RULE|INVARIANT|COMPOSITION|SUPPORT|THEORY_EVIDENCE|SCORE|TRANSFORM|EQUIVALENCE|CONSEQUENCE|FRONTIER|FRONTIER_MEMBER|DOMAIN_WEIGHT|ALIGNMENT,maintenance,1,0,4,1.272,0.2,0,0,0,
maintenance-diagnostic__paraphrased,in-domain,2,maintenance,canonical-cnl,maintenance-diagnostic__paraphrased_clean_p2_rich,RUN|SOURCE|SEGMENT|OBSERVER|BUDGET|CONTEXT|HYPOTHESIS|OBSERVATION|PROVENANCE|HYPOTHESIS_SUPPORT|HYPOTHESIS_CONFIDENCE|AMBIGUITY|THEORY|SCHEMA|MATCHED_STATE|RULE|INVARIANT|COMPOSITION|SUPPORT|THEORY_EVIDENCE|SCORE|TRANSFORM|EQUIVALENCE|CONSEQUENCE|FRONTIER|FRONTIER_MEMBER|DOMAIN_WEIGHT|ALIGNMENT,maintenance,1,0,4,0.352,0.2,0,0,0,
maintenance-diagnostic__paraphrased,in-domain,3,maintenance,canonical-cnl,maintenance-diagnostic__paraphrased_clean_p3_rich,RUN|SOURCE|SEGMENT|OBSERVER|BUDGET|CONTEXT|HYPOTHESIS|OBSERVATION|PROVENANCE|HYPOTHESIS_SUPPORT|HYPOTHESIS_CONFIDENCE|AMBIGUITY|THEORY|SCHEMA|MATCHED_STATE|RULE|INVARIANT|COMPOSITION|SUPPORT|THEORY_EVIDENCE|SCORE|TRANSFORM|EQUIVALENCE|CONSEQUENCE|FRONTIER|FRONTIER_MEMBER|DOMAIN_WEIGHT|ALIGNMENT,maintenance,1,0,4,0.852,0.2,0,0,0,
maintenance-diagnostic__paraphrased,in-domain,4,maintenance,canonical-cnl,maintenance-diagnostic__paraphrased_clean_p4_rich,RUN|SOURCE|SEGMENT|OBSERVER|BUDGET|CONTEXT|HYPOTHESIS|OBSERVATION|PROVENANCE|HYPOTHESIS_SUPPORT|HYPOTHESIS_CONFIDENCE|AMBIGUITY|THEORY|SCHEMA|MATCHED_STATE|RULE|INVARIANT|COMPOSITION|SUPPORT|THEORY_EVIDENCE|SCORE|TRANSFORM|EQUIVALENCE|CONSEQUENCE|FRONTIER|FRONTIER_MEMBER|DOMAIN_WEIGHT|ALIGNMENT,maintenance,1,0,4,1.272,0.2,0,0,0,
maintenance-diagnostic__noisy,in-domain,2,maintenance,canonical-cnl,maintenance-diagnostic__noisy_clean_p2_rich,RUN|SOURCE|SEGMENT|OBSERVER|BUDGET|CONTEXT|HYPOTHESIS|OBSERVATION|PROVENANCE|HYPOTHESIS_SUPPORT|HYPOTHESIS_CONFIDENCE|AMBIGUITY|THEORY|SCHEMA|MATCHED_STATE|RULE|INVARIANT|COMPOSITION|SUPPORT|THEORY_EVIDENCE|SCORE|TRANSFORM|EQUIVALENCE|CONSEQUENCE|FRONTIER|FRONTIER_MEMBER|DOMAIN_WEIGHT|ALIGNMENT,maintenance,1,0,4,0.352,0.2,0,0,0,
maintenance-diagnostic__noisy,in-domain,3,maintenance,canonical-cnl,maintenance-diagnostic__noisy_clean_p3_rich,RUN|SOURCE|SEGMENT|OBSERVER|BUDGET|CONTEXT|HYPOTHESIS|OBSERVATION|PROVENANCE|HYPOTHESIS_SUPPORT|HYPOTHESIS_CONFIDENCE|AMBIGUITY|THEORY|SCHEMA|MATCHED_STATE|RULE|INVARIANT|COMPOSITION|SUPPORT|THEORY_EVIDENCE|SCORE|TRANSFORM|EQUIVALENCE|CONSEQUENCE|FRONTIER|FRONTIER_MEMBER|DOMAIN_WEIGHT|ALIGNMENT,maintenance,1,0,4,0.852,0.2,0,0,0,
maintenance-diagnostic__noisy,in-domain,4,maintenance,canonical-cnl,maintenance-diagnostic__noisy_clean_p4_rich,RUN|SOURCE|SEGMENT|OBSERVER|BUDGET|CONTEXT|HYPOTHESIS|OBSERVATION|PROVENANCE|HYPOTHESIS_SUPPORT|HYPOTHESIS_CONFIDENCE|AMBIGUITY|THEORY|SCHEMA|MATCHED_STATE|RULE|INVARIANT|COMPOSITION|SUPPORT|THEORY_EVIDENCE|SCORE|TRANSFORM|EQUIVALENCE|CONSEQUENCE|FRONTIER|FRONTIER_MEMBER|DOMAIN_WEIGHT|ALIGNMENT,maintenance,1,0,4,1.272,0.2,0,0,0,
incident-forensic__controlled,in-domain,2,incident,canonical-cnl,incident-forensic__controlled_clean_p2_rich,RUN|SOURCE|SEGMENT|OBSERVER|BUDGET|CONTEXT|HYPOTHESIS|OBSERVATION|PROVENANCE|HYPOTHESIS_SUPPORT|HYPOTHESIS_CONFIDENCE|AMBIGUITY|THEORY|SCHEMA|MATCHED_STATE|RULE|INVARIANT|COMPOSITION|SUPPORT|THEORY_EVIDENCE|SCORE|TRANSFORM|EQUIVALENCE|CONSEQUENCE|FRONTIER|FRONTIER_MEMBER|DOMAIN_WEIGHT|ALIGNMENT,incident,1,0,4,0.312,0.2,0,0,0,
incident-forensic__controlled,in-domain,3,incident,canonical-cnl,incident-forensic__controlled_clean_p3_rich,RUN|SOURCE|SEGMENT|OBSERVER|BUDGET|CONTEXT|HYPOTHESIS|OBSERVATION|PROVENANCE|HYPOTHESIS_SUPPORT|HYPOTHESIS_CONFIDENCE|AMBIGUITY|THEORY|SCHEMA|MATCHED_STATE|RULE|INVARIANT|COMPOSITION|SUPPORT|THEORY_EVIDENCE|SCORE|TRANSFORM|EQUIVALENCE|CONSEQUENCE|FRONTIER|FRONTIER_MEMBER|DOMAIN_WEIGHT|ALIGNMENT,incident,1,0,4,0.832,0.2,0,0,0,
incident-forensic__controlled,in-domain,4,incident,canonical-cnl,incident-forensic__controlled_clean_p4_rich,RUN|SOURCE|SEGMENT|OBSERVER|BUDGET|CONTEXT|HYPOTHESIS|OBSERVATION|PROVENANCE|HYPOTHESIS_SUPPORT|HYPOTHESIS_CONFIDENCE|AMBIGUITY|THEORY|SCHEMA|MATCHED_STATE|RULE|INVARIANT|COMPOSITION|SUPPORT|THEORY_EVIDENCE|SCORE|TRANSFORM|EQUIVALENCE|CONSEQUENCE|FRONTIER|FRONTIER_MEMBER|DOMAIN_WEIGHT|ALIGNMENT,incident,1,0,4,0.68,0.2,0,0,0,
incident-forensic__paraphrased,in-domain,2,incident,canonical-cnl,incident-forensic__paraphrased_clean_p2_rich,RUN|SOURCE|SEGMENT|OBSERVER|BUDGET|CONTEXT|HYPOTHESIS|OBSERVATION|PROVENANCE|HYPOTHESIS_SUPPORT|HYPOTHESIS_CONFIDENCE|AMBIGUITY|THEORY|SCHEMA|RULE|INVARIANT|COMPOSITION|SUPPORT|THEORY_EVIDENCE|SCORE|MATCHED_STATE|TRANSFORM|EQUIVALENCE|CONSEQUENCE|FRONTIER|FRONTIER_MEMBER|DOMAIN_WEIGHT|ALIGNMENT,incident,1,0,4,0.312,0.2,0,0,0,
incident-forensic__paraphrased,in-domain,3,incident,canonical-cnl,incident-forensic__paraphrased_clean_p3_rich,RUN|SOURCE|SEGMENT|OBSERVER|BUDGET|CONTEXT|HYPOTHESIS|OBSERVATION|PROVENANCE|HYPOTHESIS_SUPPORT|HYPOTHESIS_CONFIDENCE|AMBIGUITY|THEORY|SCHEMA|RULE|INVARIANT|COMPOSITION|SUPPORT|THEORY_EVIDENCE|SCORE|MATCHED_STATE|TRANSFORM|EQUIVALENCE|CONSEQUENCE|FRONTIER|FRONTIER_MEMBER|DOMAIN_WEIGHT|ALIGNMENT,incident,1,0,4,0.46,0.2,0,0,0,
incident-forensic__paraphrased,in-domain,4,incident,canonical-cnl,incident-forensic__paraphrased_clean_p4_rich,RUN|SOURCE|SEGMENT|OBSERVER|BUDGET|CONTEXT|HYPOTHESIS|OBSERVATION|PROVENANCE|HYPOTHESIS_SUPPORT|HYPOTHESIS_CONFIDENCE|AMBIGUITY|THEORY|SCHEMA|RULE|INVARIANT|COMPOSITION|SUPPORT|THEORY_EVIDENCE|SCORE|MATCHED_STATE|TRANSFORM|EQUIVALENCE|CONSEQUENCE|FRONTIER|FRONTIER_MEMBER|DOMAIN_WEIGHT|ALIGNMENT,incident,1,0,4,0.68,0.2,0,0,0,
incident-forensic__noisy,in-domain,2,incident,canonical-cnl,incident-forensic__noisy_clean_p2_rich,RUN|SOURCE|SEGMENT|OBSERVER|BUDGET|CONTEXT|HYPOTHESIS|OBSERVATION|PROVENANCE|HYPOTHESIS_SUPPORT|HYPOTHESIS_CONFIDENCE|AMBIGUITY|THEORY|SCHEMA|MATCHED_STATE|RULE|INVARIANT|COMPOSITION|SUPPORT|THEORY_EVIDENCE|SCORE|TRANSFORM|EQUIVALENCE|CONSEQUENCE|FRONTIER|FRONTIER_MEMBER|DOMAIN_WEIGHT|ALIGNMENT,incident,1,0,4,0.312,0.2,0,0,0,
incident-forensic__noisy,in-domain,3,incident,canonical-cnl,incident-forensic__noisy_clean_p3_rich,RUN|SOURCE|SEGMENT|OBSERVER|BUDGET|CONTEXT|HYPOTHESIS|OBSERVATION|PROVENANCE|HYPOTHESIS_SUPPORT|HYPOTHESIS_CONFIDENCE|AMBIGUITY|THEORY|SCHEMA|MATCHED_STATE|RULE|INVARIANT|COMPOSITION|SUPPORT|THEORY_EVIDENCE|SCORE|TRANSFORM|EQUIVALENCE|CONSEQUENCE|FRONTIER|FRONTIER_MEMBER|DOMAIN_WEIGHT|ALIGNMENT,incident,1,0,4,0.46,0.2,0,0,0,
