case_id,condition_id,question_policy,budget,prefix_depth,step_index,question_id,observed_answer,information_gain,predicted_domain_before,predicted_domain_after,domain_entropy_before,domain_entropy_after,entropy_reduction,truth_retained_after,final_correct_after_step
manuscript-peer-review__noisy,masked-noisy,top-domain,2,2,2,manuscript-review,yes,0.959,manuscript,manuscript,1.792,0.406,1.386,1,1
manuscript-peer-review__noisy,masked-noisy,top-domain,3,2,1,package-dispatch,no,1,package,manuscript,1.974,1.792,0.182,1,1
manuscript-peer-review__noisy,masked-noisy,top-domain,3,2,2,manuscript-review,yes,0.959,manuscript,manuscript,1.792,0.406,1.386,1,1
manuscript-peer-review__noisy,masked-noisy,top-domain,3,2,3,manuscript-review,yes,0.406,manuscript,manuscript,0.406,0.321,0.084,1,1
manuscript-peer-review__noisy,masked-noisy,random,1,2,1,package-tracking,no,1,package,manuscript,1.974,1.792,0.182,1,1
manuscript-peer-review__noisy,masked-noisy,random,2,2,1,package-tracking,no,1,package,manuscript,1.974,1.792,0.182,1,1
manuscript-peer-review__noisy,masked-noisy,random,2,2,2,compliance-exception,yes,0.526,manuscript,compliance,1.792,1.348,0.444,1,0
manuscript-peer-review__noisy,masked-noisy,random,3,2,1,package-tracking,no,1,package,manuscript,1.974,1.792,0.182,1,1
manuscript-peer-review__noisy,masked-noisy,random,3,2,2,compliance-exception,yes,0.526,manuscript,compliance,1.792,1.348,0.444,1,0
manuscript-peer-review__noisy,masked-noisy,random,3,2,3,sample-assay,no,0.707,compliance,compliance,1.348,0.969,0.378,1,0
manuscript-peer-review__noisy,masked-adversarial,information-gain,1,2,1,package-dispatch,yes,1,package,package,1.974,0,1.974,0,0
manuscript-peer-review__noisy,masked-adversarial,information-gain,2,2,1,package-dispatch,yes,1,package,package,1.974,0,1.974,0,0
manuscript-peer-review__noisy,masked-adversarial,information-gain,3,2,1,package-dispatch,yes,1,package,package,1.974,0,1.974,0,0
manuscript-peer-review__noisy,masked-adversarial,top-domain,1,2,1,package-dispatch,yes,1,package,package,1.974,0,1.974,0,0
manuscript-peer-review__noisy,masked-adversarial,top-domain,2,2,1,package-dispatch,yes,1,package,package,1.974,0,1.974,0,0
manuscript-peer-review__noisy,masked-adversarial,top-domain,3,2,1,package-dispatch,yes,1,package,package,1.974,0,1.974,0,0
manuscript-peer-review__noisy,masked-adversarial,random,1,2,1,manuscript-revision,no,0.555,package,package,1.974,1.967,0.006,0,0
manuscript-peer-review__noisy,masked-adversarial,random,2,2,1,manuscript-revision,no,0.555,package,package,1.974,1.967,0.006,0,0
manuscript-peer-review__noisy,masked-adversarial,random,2,2,2,compliance-signoff,no,0.524,package,package,1.967,1.973,-0.006,0,0
manuscript-peer-review__noisy,masked-adversarial,random,3,2,1,manuscript-revision,no,0.555,package,package,1.974,1.967,0.006,0,0
manuscript-peer-review__noisy,masked-adversarial,random,3,2,2,compliance-signoff,no,0.524,package,package,1.967,1.973,-0.006,0,0
manuscript-peer-review__noisy,masked-adversarial,random,3,2,3,package-tracking,no,1,package,sample,1.973,1.937,0.036,0,0
manuscript-peer-review__noisy,masked-noisy,information-gain,1,3,1,package-dispatch,no,1,package,manuscript,1.974,1.792,0.182,1,1
manuscript-peer-review__noisy,masked-noisy,information-gain,2,3,1,package-dispatch,no,1,package,manuscript,1.974,1.792,0.182,1,1
manuscript-peer-review__noisy,masked-noisy,information-gain,2,3,2,manuscript-review,yes,0.959,manuscript,manuscript,1.792,0.406,1.386,1,1
manuscript-peer-review__noisy,masked-noisy,information-gain,3,3,1,package-dispatch,no,1,package,manuscript,1.974,1.792,0.182,1,1
manuscript-peer-review__noisy,masked-noisy,information-gain,3,3,2,manuscript-review,yes,0.959,manuscript,manuscript,1.792,0.406,1.386,1,1
manuscript-peer-review__noisy,masked-noisy,information-gain,3,3,3,manuscript-review,no,0.406,manuscript,manuscript,0.406,1.956,-1.55,1,1
manuscript-peer-review__noisy,masked-noisy,top-domain,1,3,1,package-dispatch,no,1,package,manuscript,1.974,1.792,0.182,1,1
manuscript-peer-review__noisy,masked-noisy,top-domain,2,3,1,package-dispatch,no,1,package,manuscript,1.974,1.792,0.182,1,1
manuscript-peer-review__noisy,masked-noisy,top-domain,2,3,2,manuscript-review,yes,0.959,manuscript,manuscript,1.792,0.406,1.386,1,1
manuscript-peer-review__noisy,masked-noisy,top-domain,3,3,1,package-dispatch,no,1,package,manuscript,1.974,1.792,0.182,1,1
manuscript-peer-review__noisy,masked-noisy,top-domain,3,3,2,manuscript-review,yes,0.959,manuscript,manuscript,1.792,0.406,1.386,1,1
manuscript-peer-review__noisy,masked-noisy,top-domain,3,3,3,manuscript-review,yes,0.406,manuscript,manuscript,0.406,0.321,0.084,1,1
manuscript-peer-review__noisy,masked-noisy,random,1,3,1,package-tracking,no,1,package,manuscript,1.974,1.792,0.182,1,1
manuscript-peer-review__noisy,masked-noisy,random,2,3,1,package-tracking,no,1,package,manuscript,1.974,1.792,0.182,1,1
manuscript-peer-review__noisy,masked-noisy,random,2,3,2,manuscript-revision,no,0.959,manuscript,sample,1.792,1.98,-0.188,0,0
manuscript-peer-review__noisy,masked-noisy,random,3,3,1,package-tracking,no,1,package,manuscript,1.974,1.792,0.182,1,1
manuscript-peer-review__noisy,masked-noisy,random,3,3,2,manuscript-revision,no,0.959,manuscript,sample,1.792,1.98,-0.188,0,0
manuscript-peer-review__noisy,masked-noisy,random,3,3,3,compliance-signoff,no,0.537,sample,sample,1.98,1.943,0.036,0,0
manuscript-peer-review__noisy,masked-adversarial,information-gain,1,3,1,package-dispatch,yes,1,package,package,1.974,0,1.974,0,0
manuscript-peer-review__noisy,masked-adversarial,information-gain,2,3,1,package-dispatch,yes,1,package,package,1.974,0,1.974,0,0
manuscript-peer-review__noisy,masked-adversarial,information-gain,3,3,1,package-dispatch,yes,1,package,package,1.974,0,1.974,0,0
manuscript-peer-review__noisy,masked-adversarial,top-domain,1,3,1,package-dispatch,yes,1,package,package,1.974,0,1.974,0,0
manuscript-peer-review__noisy,masked-adversarial,top-domain,2,3,1,package-dispatch,yes,1,package,package,1.974,0,1.974,0,0
manuscript-peer-review__noisy,masked-adversarial,top-domain,3,3,1,package-dispatch,yes,1,package,package,1.974,0,1.974,0,0
manuscript-peer-review__noisy,masked-adversarial,random,1,3,1,manuscript-revision,no,0.555,package,package,1.974,1.967,0.006,0,0
manuscript-peer-review__noisy,masked-adversarial,random,2,3,1,manuscript-revision,no,0.555,package,package,1.974,1.967,0.006,0,0
manuscript-peer-review__noisy,masked-adversarial,random,2,3,2,compliance-signoff,no,0.524,package,package,1.967,1.973,-0.006,0,0
manuscript-peer-review__noisy,masked-adversarial,random,3,3,1,manuscript-revision,no,0.555,package,package,1.974,1.967,0.006,0,0
manuscript-peer-review__noisy,masked-adversarial,random,3,3,2,compliance-signoff,no,0.524,package,package,1.967,1.973,-0.006,0,0
manuscript-peer-review__noisy,masked-adversarial,random,3,3,3,maintenance-technician,no,0.528,package,package,1.973,1.645,0.328,0,0
manuscript-revision-cycle__paraphrased,masked-noisy,information-gain,1,2,1,manuscript-review,yes,0.952,manuscript,manuscript,1.565,0,1.565,1,1
manuscript-revision-cycle__paraphrased,masked-noisy,information-gain,2,2,1,manuscript-review,yes,0.952,manuscript,manuscript,1.565,0,1.565,1,1
manuscript-revision-cycle__paraphrased,masked-noisy,information-gain,3,2,1,manuscript-review,yes,0.952,manuscript,manuscript,1.565,0,1.565,1,1
manuscript-revision-cycle__paraphrased,masked-noisy,top-domain,1,2,1,manuscript-review,yes,0.952,manuscript,manuscript,1.565,0,1.565,1,1
manuscript-revision-cycle__paraphrased,masked-noisy,top-domain,2,2,1,manuscript-review,yes,0.952,manuscript,manuscript,1.565,0,1.565,1,1
manuscript-revision-cycle__paraphrased,masked-noisy,top-domain,3,2,1,manuscript-review,yes,0.952,manuscript,manuscript,1.565,0,1.565,1,1
manuscript-revision-cycle__paraphrased,masked-noisy,random,1,2,1,package-tracking,no,0.952,manuscript,manuscript,1.565,1,0.565,1,1
manuscript-revision-cycle__paraphrased,masked-noisy,random,2,2,1,package-tracking,no,0.952,manuscript,manuscript,1.565,1,0.565,1,1
manuscript-revision-cycle__paraphrased,masked-noisy,random,2,2,2,sample-temperature,yes,1,manuscript,sample,1,0,1,0,0
manuscript-revision-cycle__paraphrased,masked-noisy,random,3,2,1,package-tracking,no,0.952,manuscript,manuscript,1.565,1,0.565,1,1
manuscript-revision-cycle__paraphrased,masked-noisy,random,3,2,2,sample-temperature,yes,1,manuscript,sample,1,0,1,0,0
manuscript-revision-cycle__paraphrased,masked-adversarial,information-gain,1,2,1,manuscript-review,no,0.952,manuscript,package,1.565,1,0.565,0,0
manuscript-revision-cycle__paraphrased,masked-adversarial,information-gain,2,2,1,manuscript-review,no,0.952,manuscript,package,1.565,1,0.565,0,0
manuscript-revision-cycle__paraphrased,masked-adversarial,information-gain,2,2,2,package-dispatch,no,1,package,sample,1,1.972,-0.972,0,0
manuscript-revision-cycle__paraphrased,masked-adversarial,information-gain,3,2,1,manuscript-review,no,0.952,manuscript,package,1.565,1,0.565,0,0
manuscript-revision-cycle__paraphrased,masked-adversarial,information-gain,3,2,2,package-dispatch,no,1,package,sample,1,1.972,-0.972,0,0
manuscript-revision-cycle__paraphrased,masked-adversarial,information-gain,3,2,3,sample-assay,no,0.999,sample,compliance,1.972,2,-0.028,0,0
manuscript-revision-cycle__paraphrased,masked-adversarial,top-domain,1,2,1,manuscript-review,no,0.952,manuscript,package,1.565,1,0.565,0,0
manuscript-revision-cycle__paraphrased,masked-adversarial,top-domain,2,2,1,manuscript-review,no,0.952,manuscript,package,1.565,1,0.565,0,0
manuscript-revision-cycle__paraphrased,masked-adversarial,top-domain,2,2,2,package-dispatch,no,1,package,sample,1,1.972,-0.972,0,0
manuscript-revision-cycle__paraphrased,masked-adversarial,top-domain,3,2,1,manuscript-review,no,0.952,manuscript,package,1.565,1,0.565,0,0
manuscript-revision-cycle__paraphrased,masked-adversarial,top-domain,3,2,2,package-dispatch,no,1,package,sample,1,1.972,-0.972,0,0
manuscript-revision-cycle__paraphrased,masked-adversarial,top-domain,3,2,3,sample-assay,no,0.999,sample,compliance,1.972,2,-0.028,0,0
manuscript-revision-cycle__paraphrased,masked-adversarial,random,1,2,1,sample-assay,yes,0.821,manuscript,sample,1.565,0,1.565,0,0
manuscript-revision-cycle__paraphrased,masked-adversarial,random,2,2,1,sample-assay,yes,0.821,manuscript,sample,1.565,0,1.565,0,0
manuscript-revision-cycle__paraphrased,masked-adversarial,random,3,2,1,sample-assay,yes,0.821,manuscript,sample,1.565,0,1.565,0,0
manuscript-revision-cycle__paraphrased,masked-noisy,information-gain,1,3,1,manuscript-review,yes,0.952,manuscript,manuscript,1.565,0,1.565,1,1
manuscript-revision-cycle__paraphrased,masked-noisy,information-gain,2,3,1,manuscript-review,yes,0.952,manuscript,manuscript,1.565,0,1.565,1,1
manuscript-revision-cycle__paraphrased,masked-noisy,information-gain,3,3,1,manuscript-review,yes,0.952,manuscript,manuscript,1.565,0,1.565,1,1
manuscript-revision-cycle__paraphrased,masked-noisy,top-domain,1,3,1,manuscript-review,yes,0.952,manuscript,manuscript,1.565,0,1.565,1,1
manuscript-revision-cycle__paraphrased,masked-noisy,top-domain,2,3,1,manuscript-review,yes,0.952,manuscript,manuscript,1.565,0,1.565,1,1
manuscript-revision-cycle__paraphrased,masked-noisy,top-domain,3,3,1,manuscript-review,yes,0.952,manuscript,manuscript,1.565,0,1.565,1,1
manuscript-revision-cycle__paraphrased,masked-noisy,random,1,3,1,package-tracking,no,0.952,manuscript,manuscript,1.565,1,0.565,1,1
manuscript-revision-cycle__paraphrased,masked-noisy,random,2,3,1,package-tracking,no,0.952,manuscript,manuscript,1.565,1,0.565,1,1
manuscript-revision-cycle__paraphrased,masked-noisy,random,2,3,2,sample-assay,no,1,manuscript,manuscript,1,1.972,-0.972,1,1
manuscript-revision-cycle__paraphrased,masked-noisy,random,3,3,1,package-tracking,no,0.952,manuscript,manuscript,1.565,1,0.565,1,1
manuscript-revision-cycle__paraphrased,masked-noisy,random,3,3,2,sample-assay,no,1,manuscript,manuscript,1,1.972,-0.972,1,1
manuscript-revision-cycle__paraphrased,masked-noisy,random,3,3,3,procurement-approval,no,0.534,manuscript,manuscript,1.972,1.642,0.33,1,1
manuscript-revision-cycle__paraphrased,masked-adversarial,information-gain,1,3,1,manuscript-review,no,0.952,manuscript,package,1.565,1,0.565,0,0
manuscript-revision-cycle__paraphrased,masked-adversarial,information-gain,2,3,1,manuscript-review,no,0.952,manuscript,package,1.565,1,0.565,0,0
manuscript-revision-cycle__paraphrased,masked-adversarial,information-gain,2,3,2,package-dispatch,no,1,package,sample,1,1.972,-0.972,0,0
manuscript-revision-cycle__paraphrased,masked-adversarial,information-gain,3,3,1,manuscript-review,no,0.952,manuscript,package,1.565,1,0.565,0,0
manuscript-revision-cycle__paraphrased,masked-adversarial,information-gain,3,3,2,package-dispatch,no,1,package,sample,1,1.972,-0.972,0,0
manuscript-revision-cycle__paraphrased,masked-adversarial,information-gain,3,3,3,sample-assay,no,0.999,sample,compliance,1.972,2,-0.028,0,0
manuscript-revision-cycle__paraphrased,masked-adversarial,top-domain,1,3,1,manuscript-review,no,0.952,manuscript,package,1.565,1,0.565,0,0
manuscript-revision-cycle__paraphrased,masked-adversarial,top-domain,2,3,1,manuscript-review,no,0.952,manuscript,package,1.565,1,0.565,0,0
manuscript-revision-cycle__paraphrased,masked-adversarial,top-domain,2,3,2,package-dispatch,no,1,package,sample,1,1.972,-0.972,0,0
manuscript-revision-cycle__paraphrased,masked-adversarial,top-domain,3,3,1,manuscript-review,no,0.952,manuscript,package,1.565,1,0.565,0,0
manuscript-revision-cycle__paraphrased,masked-adversarial,top-domain,3,3,2,package-dispatch,no,1,package,sample,1,1.972,-0.972,0,0
manuscript-revision-cycle__paraphrased,masked-adversarial,top-domain,3,3,3,sample-assay,no,0.999,sample,compliance,1.972,2,-0.028,0,0
manuscript-revision-cycle__paraphrased,masked-adversarial,random,1,3,1,sample-assay,yes,0.821,manuscript,sample,1.565,0,1.565,0,0
manuscript-revision-cycle__paraphrased,masked-adversarial,random,2,3,1,sample-assay,yes,0.821,manuscript,sample,1.565,0,1.565,0,0
manuscript-revision-cycle__paraphrased,masked-adversarial,random,3,3,1,sample-assay,yes,0.821,manuscript,sample,1.565,0,1.565,0,0
manuscript-revision-cycle__noisy,masked-noisy,information-gain,1,2,1,manuscript-review,yes,0.952,manuscript,manuscript,1.565,0,1.565,1,1
manuscript-revision-cycle__noisy,masked-noisy,information-gain,2,2,1,manuscript-review,yes,0.952,manuscript,manuscript,1.565,0,1.565,1,1
manuscript-revision-cycle__noisy,masked-noisy,information-gain,3,2,1,manuscript-review,yes,0.952,manuscript,manuscript,1.565,0,1.565,1,1
manuscript-revision-cycle__noisy,masked-noisy,top-domain,1,2,1,manuscript-review,yes,0.952,manuscript,manuscript,1.565,0,1.565,1,1
manuscript-revision-cycle__noisy,masked-noisy,top-domain,2,2,1,manuscript-review,yes,0.952,manuscript,manuscript,1.565,0,1.565,1,1
manuscript-revision-cycle__noisy,masked-noisy,top-domain,3,2,1,manuscript-review,yes,0.952,manuscript,manuscript,1.565,0,1.565,1,1
manuscript-revision-cycle__noisy,masked-noisy,random,1,2,1,manuscript-revision,yes,0.952,manuscript,manuscript,1.565,0,1.565,1,1
manuscript-revision-cycle__noisy,masked-noisy,random,2,2,1,manuscript-revision,yes,0.952,manuscript,manuscript,1.565,0,1.565,1,1
manuscript-revision-cycle__noisy,masked-noisy,random,3,2,1,manuscript-revision,yes,0.952,manuscript,manuscript,1.565,0,1.565,1,1
manuscript-revision-cycle__noisy,masked-adversarial,information-gain,1,2,1,manuscript-review,no,0.952,manuscript,package,1.565,1,0.565,0,0
manuscript-revision-cycle__noisy,masked-adversarial,information-gain,2,2,1,manuscript-review,no,0.952,manuscript,package,1.565,1,0.565,0,0
manuscript-revision-cycle__noisy,masked-adversarial,information-gain,2,2,2,package-dispatch,no,1,package,sample,1,1.973,-0.973,0,0
manuscript-revision-cycle__noisy,masked-adversarial,information-gain,3,2,1,manuscript-review,no,0.952,manuscript,package,1.565,1,0.565,0,0
manuscript-revision-cycle__noisy,masked-adversarial,information-gain,3,2,2,package-dispatch,no,1,package,sample,1,1.973,-0.973,0,0
manuscript-revision-cycle__noisy,masked-adversarial,information-gain,3,2,3,sample-assay,no,1,sample,compliance,1.973,2,-0.027,0,0
manuscript-revision-cycle__noisy,masked-adversarial,top-domain,1,2,1,manuscript-review,no,0.952,manuscript,package,1.565,1,0.565,0,0
manuscript-revision-cycle__noisy,masked-adversarial,top-domain,2,2,1,manuscript-review,no,0.952,manuscript,package,1.565,1,0.565,0,0
manuscript-revision-cycle__noisy,masked-adversarial,top-domain,2,2,2,package-dispatch,no,1,package,sample,1,1.973,-0.973,0,0
manuscript-revision-cycle__noisy,masked-adversarial,top-domain,3,2,1,manuscript-review,no,0.952,manuscript,package,1.565,1,0.565,0,0
manuscript-revision-cycle__noisy,masked-adversarial,top-domain,3,2,2,package-dispatch,no,1,package,sample,1,1.973,-0.973,0,0
manuscript-revision-cycle__noisy,masked-adversarial,top-domain,3,2,3,sample-assay,no,1,sample,compliance,1.973,2,-0.027,0,0
manuscript-revision-cycle__noisy,masked-adversarial,random,1,2,1,package-tracking,yes,0.952,manuscript,package,1.565,0,1.565,0,0
manuscript-revision-cycle__noisy,masked-adversarial,random,2,2,1,package-tracking,yes,0.952,manuscript,package,1.565,0,1.565,0,0
manuscript-revision-cycle__noisy,masked-adversarial,random,3,2,1,package-tracking,yes,0.952,manuscript,package,1.565,0,1.565,0,0
manuscript-revision-cycle__noisy,masked-noisy,information-gain,1,3,1,manuscript-review,yes,0.952,manuscript,manuscript,1.565,0,1.565,1,1
manuscript-revision-cycle__noisy,masked-noisy,information-gain,2,3,1,manuscript-review,yes,0.952,manuscript,manuscript,1.565,0,1.565,1,1
manuscript-revision-cycle__noisy,masked-noisy,information-gain,3,3,1,manuscript-review,yes,0.952,manuscript,manuscript,1.565,0,1.565,1,1
manuscript-revision-cycle__noisy,masked-noisy,top-domain,1,3,1,manuscript-review,yes,0.952,manuscript,manuscript,1.565,0,1.565,1,1
manuscript-revision-cycle__noisy,masked-noisy,top-domain,2,3,1,manuscript-review,yes,0.952,manuscript,manuscript,1.565,0,1.565,1,1
manuscript-revision-cycle__noisy,masked-noisy,top-domain,3,3,1,manuscript-review,yes,0.952,manuscript,manuscript,1.565,0,1.565,1,1
manuscript-revision-cycle__noisy,masked-noisy,random,1,3,1,manuscript-revision,yes,0.952,manuscript,manuscript,1.565,0,1.565,1,1
manuscript-revision-cycle__noisy,masked-noisy,random,2,3,1,manuscript-revision,yes,0.952,manuscript,manuscript,1.565,0,1.565,1,1
manuscript-revision-cycle__noisy,masked-noisy,random,3,3,1,manuscript-revision,yes,0.952,manuscript,manuscript,1.565,0,1.565,1,1
manuscript-revision-cycle__noisy,masked-adversarial,information-gain,1,3,1,manuscript-review,no,0.952,manuscript,package,1.565,1,0.565,0,0
manuscript-revision-cycle__noisy,masked-adversarial,information-gain,2,3,1,manuscript-review,no,0.952,manuscript,package,1.565,1,0.565,0,0
manuscript-revision-cycle__noisy,masked-adversarial,information-gain,2,3,2,package-dispatch,no,1,package,sample,1,1.973,-0.973,0,0
manuscript-revision-cycle__noisy,masked-adversarial,information-gain,3,3,1,manuscript-review,no,0.952,manuscript,package,1.565,1,0.565,0,0
manuscript-revision-cycle__noisy,masked-adversarial,information-gain,3,3,2,package-dispatch,no,1,package,sample,1,1.973,-0.973,0,0
manuscript-revision-cycle__noisy,masked-adversarial,information-gain,3,3,3,sample-assay,no,1,sample,compliance,1.973,2,-0.027,0,0
manuscript-revision-cycle__noisy,masked-adversarial,top-domain,1,3,1,manuscript-review,no,0.952,manuscript,package,1.565,1,0.565,0,0
manuscript-revision-cycle__noisy,masked-adversarial,top-domain,2,3,1,manuscript-review,no,0.952,manuscript,package,1.565,1,0.565,0,0
manuscript-revision-cycle__noisy,masked-adversarial,top-domain,2,3,2,package-dispatch,no,1,package,sample,1,1.973,-0.973,0,0
manuscript-revision-cycle__noisy,masked-adversarial,top-domain,3,3,1,manuscript-review,no,0.952,manuscript,package,1.565,1,0.565,0,0
manuscript-revision-cycle__noisy,masked-adversarial,top-domain,3,3,2,package-dispatch,no,1,package,sample,1,1.973,-0.973,0,0
manuscript-revision-cycle__noisy,masked-adversarial,top-domain,3,3,3,sample-assay,no,1,sample,compliance,1.973,2,-0.027,0,0
manuscript-revision-cycle__noisy,masked-adversarial,random,1,3,1,package-tracking,yes,0.952,manuscript,package,1.565,0,1.565,0,0
manuscript-revision-cycle__noisy,masked-adversarial,random,2,3,1,package-tracking,yes,0.952,manuscript,package,1.565,0,1.565,0,0
manuscript-revision-cycle__noisy,masked-adversarial,random,3,3,1,package-tracking,yes,0.952,manuscript,package,1.565,0,1.565,0,0
manuscript-accepted__paraphrased,masked-noisy,information-gain,1,2,1,package-dispatch,no,0.978,package,manuscript,1.634,1.398,0.236,1,1
manuscript-accepted__paraphrased,masked-noisy,information-gain,2,2,1,package-dispatch,no,0.978,package,manuscript,1.634,1.398,0.236,1,1
manuscript-accepted__paraphrased,masked-noisy,information-gain,2,2,2,manuscript-review,yes,1,manuscript,manuscript,1.398,0.653,0.744,1,1
manuscript-accepted__paraphrased,masked-noisy,information-gain,3,2,1,package-dispatch,no,0.978,package,manuscript,1.634,1.398,0.236,1,1
manuscript-accepted__paraphrased,masked-noisy,information-gain,3,2,2,manuscript-review,yes,1,manuscript,manuscript,1.398,0.653,0.744,1,1
manuscript-accepted__paraphrased,masked-noisy,information-gain,3,2,3,manuscript-review,yes,0.653,manuscript,manuscript,0.653,0.36,0.294,1,1
manuscript-accepted__paraphrased,masked-noisy,top-domain,1,2,1,package-dispatch,no,0.978,package,manuscript,1.634,1.398,0.236,1,1
manuscript-accepted__paraphrased,masked-noisy,top-domain,2,2,1,package-dispatch,no,0.978,package,manuscript,1.634,1.398,0.236,1,1
manuscript-accepted__paraphrased,masked-noisy,top-domain,2,2,2,manuscript-review,yes,1,manuscript,manuscript,1.398,0.653,0.744,1,1
manuscript-accepted__paraphrased,masked-noisy,top-domain,3,2,1,package-dispatch,no,0.978,package,manuscript,1.634,1.398,0.236,1,1
manuscript-accepted__paraphrased,masked-noisy,top-domain,3,2,2,manuscript-review,yes,1,manuscript,manuscript,1.398,0.653,0.744,1,1
manuscript-accepted__paraphrased,masked-noisy,top-domain,3,2,3,manuscript-review,yes,0.653,manuscript,manuscript,0.653,0.36,0.294,1,1
manuscript-accepted__paraphrased,masked-noisy,random,1,2,1,manuscript-review,yes,0.59,package,manuscript,1.634,0.958,0.675,1,1
manuscript-accepted__paraphrased,masked-noisy,random,2,2,1,manuscript-review,yes,0.59,package,manuscript,1.634,0.958,0.675,1,1
manuscript-accepted__paraphrased,masked-noisy,random,2,2,2,package-dispatch,yes,0.958,manuscript,package,0.958,0.711,0.247,1,0
manuscript-accepted__paraphrased,masked-noisy,random,3,2,1,manuscript-review,yes,0.59,package,manuscript,1.634,0.958,0.675,1,1
manuscript-accepted__paraphrased,masked-noisy,random,3,2,2,package-dispatch,yes,0.958,manuscript,package,0.958,0.711,0.247,1,0
manuscript-accepted__paraphrased,masked-noisy,random,3,2,3,manuscript-revision,no,0.711,package,package,0.711,0,0.711,0,0
manuscript-accepted__paraphrased,masked-adversarial,information-gain,1,2,1,package-dispatch,yes,0.978,package,package,1.634,0,1.634,0,0
manuscript-accepted__paraphrased,masked-adversarial,information-gain,2,2,1,package-dispatch,yes,0.978,package,package,1.634,0,1.634,0,0
manuscript-accepted__paraphrased,masked-adversarial,information-gain,3,2,1,package-dispatch,yes,0.978,package,package,1.634,0,1.634,0,0
manuscript-accepted__paraphrased,masked-adversarial,top-domain,1,2,1,package-dispatch,yes,0.978,package,package,1.634,0,1.634,0,0
manuscript-accepted__paraphrased,masked-adversarial,top-domain,2,2,1,package-dispatch,yes,0.978,package,package,1.634,0,1.634,0,0
manuscript-accepted__paraphrased,masked-adversarial,top-domain,3,2,1,package-dispatch,yes,0.978,package,package,1.634,0,1.634,0,0
manuscript-accepted__paraphrased,masked-adversarial,random,1,2,1,sample-assay,yes,0.59,package,sample,1.634,0.958,0.675,0,0
manuscript-accepted__paraphrased,masked-adversarial,random,2,2,1,sample-assay,yes,0.59,package,sample,1.634,0.958,0.675,0,0
manuscript-accepted__paraphrased,masked-adversarial,random,2,2,2,package-tracking,yes,0.958,sample,package,0.958,0.711,0.247,0,0
manuscript-accepted__paraphrased,masked-adversarial,random,3,2,1,sample-assay,yes,0.59,package,sample,1.634,0.958,0.675,0,0
manuscript-accepted__paraphrased,masked-adversarial,random,3,2,2,package-tracking,yes,0.958,sample,package,0.958,0.711,0.247,0,0
manuscript-accepted__paraphrased,masked-adversarial,random,3,2,3,package-dispatch,no,0.711,package,sample,0.711,0.959,-0.248,0,0
manuscript-accepted__paraphrased,masked-noisy,information-gain,1,3,1,package-dispatch,no,0.978,package,manuscript,1.634,1.398,0.236,1,1
manuscript-accepted__paraphrased,masked-noisy,information-gain,2,3,1,package-dispatch,no,0.978,package,manuscript,1.634,1.398,0.236,1,1
manuscript-accepted__paraphrased,masked-noisy,information-gain,2,3,2,manuscript-review,no,1,manuscript,sample,1.398,1.935,-0.537,0,0
manuscript-accepted__paraphrased,masked-noisy,information-gain,3,3,1,package-dispatch,no,0.978,package,manuscript,1.634,1.398,0.236,1,1
manuscript-accepted__paraphrased,masked-noisy,information-gain,3,3,2,manuscript-review,no,1,manuscript,sample,1.398,1.935,-0.537,0,0
manuscript-accepted__paraphrased,masked-noisy,information-gain,3,3,3,sample-assay,yes,0.997,sample,sample,1.935,0.641,1.294,0,0
manuscript-accepted__paraphrased,masked-noisy,top-domain,1,3,1,package-dispatch,no,0.978,package,manuscript,1.634,1.398,0.236,1,1
manuscript-accepted__paraphrased,masked-noisy,top-domain,2,3,1,package-dispatch,no,0.978,package,manuscript,1.634,1.398,0.236,1,1
manuscript-accepted__paraphrased,masked-noisy,top-domain,2,3,2,manuscript-review,yes,1,manuscript,manuscript,1.398,0.653,0.744,1,1
manuscript-accepted__paraphrased,masked-noisy,top-domain,3,3,1,package-dispatch,no,0.978,package,manuscript,1.634,1.398,0.236,1,1
manuscript-accepted__paraphrased,masked-noisy,top-domain,3,3,2,manuscript-review,yes,1,manuscript,manuscript,1.398,0.653,0.744,1,1
manuscript-accepted__paraphrased,masked-noisy,top-domain,3,3,3,manuscript-review,yes,0.653,manuscript,manuscript,0.653,0.36,0.294,1,1
manuscript-accepted__paraphrased,masked-noisy,random,1,3,1,manuscript-review,yes,0.59,package,manuscript,1.634,0.958,0.675,1,1
manuscript-accepted__paraphrased,masked-noisy,random,2,3,1,manuscript-review,yes,0.59,package,manuscript,1.634,0.958,0.675,1,1
manuscript-accepted__paraphrased,masked-noisy,random,2,3,2,manuscript-review,no,0.958,manuscript,package,0.958,1.398,-0.44,1,0
manuscript-accepted__paraphrased,masked-noisy,random,3,3,1,manuscript-review,yes,0.59,package,manuscript,1.634,0.958,0.675,1,1
manuscript-accepted__paraphrased,masked-noisy,random,3,3,2,manuscript-review,no,0.958,manuscript,package,0.958,1.398,-0.44,1,0
manuscript-accepted__paraphrased,masked-noisy,random,3,3,3,sample-temperature,no,0.538,package,package,1.398,1,0.399,1,0
manuscript-accepted__paraphrased,masked-adversarial,information-gain,1,3,1,package-dispatch,yes,0.978,package,package,1.634,0,1.634,0,0
manuscript-accepted__paraphrased,masked-adversarial,information-gain,2,3,1,package-dispatch,yes,0.978,package,package,1.634,0,1.634,0,0
